,A,NusA,ComK,LevR
SRX5577057,2.200848034425452,-0.9287968429069392,0.3819959186179318,0.27137866403642263
SRX5577058,1.0154531894339316,-0.5236855808782703,0.22298984799886326,0.07112224064662964
SRX5577059,1.7893118139565534,-0.7992987359326529,-0.3464924100491702,0.15605765650577386
SRX5577060,1.7395202626283093,-0.7214519573356419,-0.5204644283287587,0.09717775774745796
SRX5577061,-1.5650093447202915,-0.9516815139397208,0.8989704792888427,1.5313461786218312
SRX5577062,2.509465559231142,-0.7351539132206657,-0.7170528196307071,0.20063879312679767
SRX5577063,3.0950904732396864,-0.7339143808609645,-0.7470187600629075,0.2574115266306372
SRX5577064,0.6786794565031962,-0.8566919275403073,0.2597093929629626,0.6581777222358509
SRX5577065,7.013878901504606,-0.8586574527325546,-1.8884793621221951,0.19828391177930005
SRX5577066,1.1335099655752887,-0.6563168344479244,0.2806791157516741,0.7360447227071996
SRX5577067,0.0089744451891471,-0.8784752684313943,0.6273830709595583,1.2799350856493694
SRX5577068,2.135177335893212,-0.7952872892756604,-0.2584340710019513,0.7386711144614573
SRX533166,0.30400581077827066,0.061218055391742965,-0.13059860243654065,-0.10311469110749094
SRX533171,-0.30400581077826777,-0.061218055391742965,0.1305986024365402,0.10311469110749094
SRX533786,3.663268865061576,-0.2345925325545384,0.6147354375979894,0.6668254739236001
SRX533787,3.137365949930894,-0.19656089313095748,1.2335060253953678,1.012023936775431
SRX533789,0.1957674011732297,-0.10263899440620428,-0.05216041445786202,0.4342060351640757
SRX533791,-0.16532880037836814,-0.09842603984982644,0.9283210671102085,0.8918808765207364
SRX533792,1.7113904279579066,-0.19951851016304006,0.4848372727822268,0.4464312837075868
SRX533793,1.5473921581280732,-0.16013195335938946,0.8725618164110687,0.9862736116427548
SRX533794,0.05728402418451827,-0.1238120710552426,0.3615983758124348,0.5532031655718788
SRX533795,-1.3956372049399872,0.06478493068138391,0.6078880152886921,0.6956473805440879
SRX4703435,-0.2517425251227018,-0.11200983820660326,-0.11572321050927092,0.14217217922121073
SRX4703436,0.3987846718974426,0.2400536457440383,0.12784053222469186,0.03893040133817305
SRX4703437,-0.14704214677473967,-0.12804380753743685,-0.01211732171542046,-0.18110258055938444
SRX4703438,-3.4419492345201244,0.7672544876966318,0.2836499823370637,-0.22032865438229554
SRX4703439,-4.244000131503825,0.8265591526205656,0.29609658576690645,-0.06730673723365377
SRX4703440,-3.9471635779754592,0.6602499543449563,0.5908550308217766,-0.13487787995281542
SRX6902408,-0.4393681552826216,0.012575173149755871,-0.4393441121602235,-0.1727979127201964
SRX6902409,-0.06473141746361857,-0.07374280802424947,-1.2881037428043536,-0.17232068131352474
SRX6902410,-0.2353316986798422,0.052653166046789934,-0.6647136624754193,-0.10110479692848083
SRX6902411,-0.7906850264351992,0.0920934599913501,-1.3674168735602654,-0.12862602697215395
SRX6902412,0.439508244194734,-0.16538509158394274,-1.7794400031426445,0.10070288518944093
SRX6902413,0.2983405981989699,-0.06973321278722189,-1.2569825478593728,-0.07940407130106486
SRX6902414,-0.09098165034894813,-0.01477884459598755,-0.19883727329543355,0.047092868114239295
SRX6902415,0.09098165034894903,0.01477884459598755,0.19883727329543266,-0.047092868114239295
SRX5278698,1.283278452353239,-0.4249211737874665,-0.3986422787311512,0.04545048599643309
SRX5278699,0.7011384683193631,0.013958698496793431,0.11451627955858434,-0.05610672052086119
SRX5278700,-1.9844169206725883,0.4109624752906722,0.2841259991725664,0.010656234524428545
SRX5278701,1.1287877255599477,-0.3069495581854529,1.1053640583754465,-0.15544025313686727
SRX5278702,0.6720112128472184,-0.09620496224800412,1.0506069490770518,0.4603866720599603
SRX5278703,-0.25524856440710203,-0.2419409672600299,1.4493176431927075,0.3876371231370732
SRX5278704,-12.17959039161792,-0.19766282346593034,0.3335104088972871,0.17432616313259275
SRX5278705,-14.739275408926174,-0.4272850092217729,0.2767751154011595,0.2861092448835483
SRX5278707,1.1429205794240014,-0.753381004761029,0.7017088434484462,-0.3139974181491678
SRX5278708,2.002345128329888,-0.7859222576167255,1.6159025372579334,0.09015817881342092
SRX5278709,2.190314913666028,-0.18587450602572986,1.8256257505468527,0.2776297268521104
SRX5278710,7.486602512164301,-0.31039427542320386,1.3302755202505567,0.7164872571956733
SRX5278711,6.709004754467927,0.13234217840131102,1.7977993229101434,1.1442690217824294
SRX5278713,5.760371975807092,0.03900432151909605,2.5557957033306016,1.9043607597653047
SRX5278714,6.110530462579156,-0.07377603935997358,2.4458986705924732,1.6107151814192242
SRX5278715,6.85268596169676,-1.2292398008042955,2.3285136216463322,0.6565969460232088
SRX5278716,-4.0771357165115765,0.6250259793478126,-0.25976078794113944,0.7188235286612394
SRX5278717,-0.06585398951422917,-0.03365043711332305,-0.33973808288200624,0.15622756449543718
SRX5278718,-5.410094863948479,1.4337873892942508,-0.3854260076954281,0.40006412231025945
SRX5278719,-0.04197871293995695,-0.0233759809374412,0.5656654360533553,1.0388391663395182
SRX5278720,4.1178004511484465,-1.1224269004881346,0.4214291326490791,0.35914258817121997
SRX5278721,0.7766614017478067,-0.4361444577858995,0.21001971914766404,0.5420631827755436
SRX1254783,10.311738711639682,-2.7019676451667776,-1.6522729869276604,0.2971607864982824
SRX1254784,10.3938296163666,-2.5000209912051545,-1.419938998796883,1.0677291026489597
SRX1254785,10.044796072586236,-2.386101523281374,-1.3820337116590706,1.5947420960409755
SRX1254786,10.979312829865208,-2.497743803089225,-1.586621376946108,1.1251269372068706
SRX1473807,0.15959678626291254,0.017031270939025234,-0.0063573585182084,0.20210706004344686
SRX1473808,-0.2964815837487605,-0.04506400168708069,-0.3003420689251861,-0.18879204685676854
SRX1473809,0.13688479748580326,0.028032730748057236,0.3066994274433945,-0.013315013186678382
SRX7520944,0.4090377723032069,0.05359855104885014,-0.3794171088064221,0.08990118816001225
SRX7520945,0.3667655340144559,0.12933751997126566,-0.3794171088064221,-0.07756220601156505
SRX7520946,-0.5299806057425853,-0.11917527674491525,0.3785744707425417,0.05800513743946301
SRX7520947,-0.24582270057506603,-0.06376079427519699,0.3802597468703024,-0.07034411958791065
SRX7520948,7.940592198950805,0.1116740678151622,3.4408073089303857,1.092445764318601
SRX7520949,7.928029213732557,0.2299690736146509,3.5709260789294732,1.0439182752257723
SRX7520950,8.176603807059662,-0.11628860460868218,3.8145599330461835,0.5228326193988373
SRX7520951,8.14226021039173,0.00868170005095159,3.918984930528538,0.5939963421539279
SRX959206,48.14487119575267,5.312927035855245,1.5235968008916956,0.9670251261377972
SRX959207,47.453811690561025,5.512359628601104,1.4485773908660082,0.568608598679035
SRX959208,46.54160032867434,5.631825713825637,1.1891375341158223,0.7245944673991039
SRX959209,48.685858733599204,5.487483913858955,1.36726042792385,0.8398676055634167
SRX959210,50.12528865078046,5.247444344489941,1.5600552349568968,0.5800490567393601
SRX959211,49.48235521391733,4.94127086831906,1.3614023733022584,0.6252248507236842
SRX959212,-0.16476598781621918,-0.011050250909496741,-0.07740825317540256,0.2039226428262277
SRX959213,0.15746013174013307,0.4272400880338472,0.12881529130605607,-0.14124045842455768
SRX959214,-1.2491607908184592,0.00512667578176096,-0.14228603056355205,0.030666596076196925
SRX959215,0.6673149417513404,-0.151606620507712,-0.03755298989661426,0.1661129316071328
SRX959216,0.37911604746493704,-0.17734138451095305,-0.04500558224877427,-0.14661150493650954
SRX959217,0.21003565767826354,-0.09236850788744276,0.1734375645782844,-0.11285020714849026
SRX3269802,0.3145147053736535,0.07217227929054815,-0.23734037258605103,-0.092172896834692
SRX3269803,-0.3145147053736553,-0.07217227929054815,0.23734037258605103,0.09217289683469244
SRX3269804,1.4709121124207027,-2.5688326729465953,0.4738459439058373,-0.969461932488186
SRX3269805,-0.3686332725064962,-0.9070097379136132,1.215091732469515,-0.269510333597216
SRX3269806,1.7484680226572786,-1.5726854223248417,1.3920026210378809,-0.6287111654375583
SRX3269807,12.008233055838351,-1.1426018138025826,2.2303814716172154,2.432592518833359
SRX3269808,7.633146823086919,-0.9084391104891923,1.511781774182864,2.738953728922428
SRX3269809,9.09656311127688,-1.0171427621460172,1.6472106939426319,2.7692359953289616
SRX3269810,8.907482567062566,-1.6454112922284925,1.925707011831474,2.422926173982222
SRX3269811,5.189971463116112,-1.0470860170711802,0.9732094694472592,1.9945219084946373
SRX2529102,2.6351384235795234,-0.17736563262793406,0.08001333053760806,0.028468456915313526
SRX2529103,-2.635138423579517,0.17736563262793406,-0.08001333053760806,-0.028468456915313526
SRX2529104,8.557689037352944,-0.2533945061870231,0.5854950510755543,0.4485790519839987
SRX2529105,6.0123291226572455,0.05347371903827813,0.6006464705631274,0.2324444995415356
ERX1981712,8.279472928076974,-0.7996826345651726,-1.358247413847065,1.248393429361176
ERX1981713,5.501696628594567,-0.7896332479292774,-1.3505642541540441,1.025470516016474
ERX1981714,4.919866426423833,-0.6112300988642545,-1.2188080193150963,1.0447760233434449
ERX1981715,-0.8083810750931598,-0.08678156688311668,-0.1935361088064771,0.023748072144781585
ERX1981716,1.125439963577479,-0.08302355572333298,-0.18042832461594616,0.07609391700024704
ERX1981717,-0.31705888848429914,0.16980512260644787,0.3739644334224237,-0.09984198914502818
ERX2274784,-2.137349192527395,-0.12867105825979766,0.16483369245830334,-0.17917546950774366
ERX2274785,1.2179913192442942,0.34901949252536824,0.2520299678730593,0.3964849126554726
ERX2274786,0.98271866026896,-0.2604485123585576,0.2283013901430948,-0.06622213162688473
ERX2274787,-1.7346539515082644,-0.3857670196666145,0.9576429109498616,2.2715094579566317
ERX2274788,-1.966936008191296,-0.3112409899492832,1.3352594623408949,2.1619207861514997
ERX2274789,-1.0915817485076196,-0.6041310393687578,0.5060311966248388,1.078105125380293
ERX2274790,-2.769622995352618,-0.08868823790722935,0.56762331433639,0.2443257114579427
ERX2274791,1.1945035242723352,0.3041678005153745,0.4172899694133365,0.29938331978349897
ERX2274792,-0.06861098829667295,-0.0727118376596465,-0.833182916814259,0.6295452328335003
ERX2274793,-3.06970365922386,-0.18204082421662804,0.21041190562553336,2.030902291518
ERX2274794,-3.2006585768221307,-0.4891669443311084,0.2299858126589789,1.4969917540920117
ERX2274795,-2.351841724328142,-0.3148250269080393,0.9308204919726052,2.023845741710361
ERX2274796,-2.94691582362651,0.0040586290371180675,0.1672571471129145,0.06020020100221358
ERX2274797,0.31717137660704303,-0.16435352413407855,-0.687455360456037,0.22645335034462466
ERX2274798,2.629744447019481,0.16029489509696404,0.520198213343122,-0.2866535513468389
ERX2274799,-1.5063564317224245,-0.3132720717206663,0.8838824769514626,2.2771668703775743
ERX2274800,-1.1617473017300437,-0.6148624278272266,0.6865966043249121,1.831935682689409
ERX2274801,-1.5291403494736409,0.03391127743438993,1.3898682725010256,2.227499951984809
ERX1819430,2.8996688916362854,-0.5743085023533236,0.2897232712669693,0.0018889959801149379
ERX1819431,3.371657878708548,-0.5709748690603149,0.2532781579426429,0.0714770828304565
ERX1819432,3.9993515250855816,-0.6663494853995111,0.04552188379927635,-0.131465993063137
ERX1819433,4.445526058647482,-0.7157721077130876,0.3461743315017358,-0.04216926979344526
ERX1819434,-0.4663141488406421,-0.15183337887742887,-0.7434774751546644,-0.0732174297270971
ERX1819435,0.11635563357573385,-0.1948038445246425,-0.6195509380979805,-0.31200585213065146
ERX1819436,0.1226545489723918,-0.1910314096080583,-0.5470318642236291,0.018499416874863783
ERX1819437,-0.1715799658490068,-0.3277252305618425,-0.5169322849631248,-0.3975201251675729
ERX1819438,1.1498991825071134,0.05714168052272939,0.3117742411373152,0.047028478524538286
ERX1819439,3.0891148550551057,-0.4625606150768586,0.4314540746751394,-0.17601503916311054
ERX1819440,1.690540941360413,-0.16083962399391893,0.4835388347555067,-0.008768697333596975
ERX1819441,3.5373229311146908,-0.5841169229664072,0.12530511914378015,-0.08762353510553966
ERX1819442,-0.6835850336664637,0.09469169835470126,0.4317032340173492,0.02618895120255971
ERX1819443,2.0505807932814526,-0.2444120124942337,0.4113456266788127,-0.3619785015920041
ERX1819444,-0.6720203737151388,0.07508509945922093,0.5385843123273792,-0.050226746795357435
ERX1819445,1.4506149044408227,-0.22429081275285867,0.3802433215127623,-0.3393379063228741
ERX3440914,-0.8005030199938428,0.18786897736963226,-0.0843889678114591,-0.15778340754393216
ERX3440915,0.18159267949558647,0.15160141865457355,-0.22714481161613345,0.2805854136634243
ERX3440916,-0.4590582726539256,0.0944250693200761,-0.03254494377373618,0.0235695980884838
ERX3440917,1.9125763781677996,-0.1923673803830379,0.20546552463088294,-0.3348121522180376
ERX3440918,8.1149660683183,-1.2773398318203082,1.1668690211470727,-0.12899958402241696
ERX3440919,10.075735570232712,-1.7022071787579822,1.1456136264433312,-0.5104169447504847
ERX3440920,9.7104985749531,-1.833554447052892,1.148692651582352,-0.30233470119331995
ERX3440921,-10.59492264469755,-0.8752766728253345,0.3826520454692819,0.9646457198792232
ERX3440922,-10.197233251826377,-0.9386492755157628,0.6557143122848714,0.9667229608471222
ERX3440923,-9.47510852376482,-0.6068071689900005,0.7407802645719723,1.1907874528495186
ERX3440924,-9.314407989547526,-0.6352074537160064,0.7493603971387168,0.8608476349390077
ERX3440925,0.5930153783419847,-0.04047762656229637,0.08919100394938884,-0.039264719989021916
ERX3440926,-9.69639451123828,-0.5305947998978358,0.8961364156431131,1.1677727361167274
ERX3440927,-9.654435310361132,-0.6935217874138928,0.9338074949855572,1.2028657827042353
ERX3440928,-10.25139817746315,-0.910298497510274,0.7395482488616194,1.0744677740122683
ERX3440929,-10.854205683944272,-0.5243095787193823,0.9863347861707848,1.3404494470107804
ERX3440930,-10.542822529469582,-0.7077608989784085,0.931650664311122,1.37615023293383
ERX3440931,-9.48592730361543,-1.060769019905683,0.37393521684623204,0.5205388588321611
ERX3440932,-9.901997160396915,-0.8242831573742819,0.8010763972725501,1.1236186526331298
ERX3440933,-9.906141904022721,-1.2991203250081431,0.580002981080896,0.6037536485978832
ERX3440934,-10.461434791914149,-0.5131312565336348,0.9406830737435934,1.120242140596435
ERX3440935,-10.128604462583716,-0.5487692776196855,1.052892454074172,1.1631269158058417
ERX3440936,0.20748764165186973,-0.1473913508073359,-0.004802036137929733,0.19704812753295364
ERX3440937,-9.911057982761543,-0.5854754907929003,1.029387292591629,0.934160530959105
ERX3440938,-0.014754848186182662,0.05760707377948116,0.23372718244369214,0.2177781599623434
ERX3440939,0.7656831374297697,-0.1813386906580128,0.21792034273641914,-0.02647837706172984
ERX3440940,2.593971314151918,-0.6423243797738163,-0.3387088553663844,-0.11503405098181395
ERX3440941,1.291857630703729,-0.2335206338992428,0.1304613659369691,-0.20787872090790405
ERX3440942,2.027046003846116,-0.5807358439566741,0.3143776233988929,-0.3970423530684815
ERX3440943,1.5001364134395216,-0.4257989276722398,0.034483896695975964,-0.4994851468339498
SRX5347612,2.754977786448661,-0.4701099079605982,0.2312949776882833,0.12605090099983918
SRX5347613,-0.9655587224918516,0.05465981042884849,-0.03383680167758829,-0.3599498389019589
SRX5347614,-1.7894190639568068,0.4154500975317497,-0.19745817601069596,0.2338989379021197
SRX5347615,3.5004611927212337,-0.4141151717910852,-0.420550076669981,1.1486156833736283
SRX5347616,3.607489528752122,-0.18548948254828448,-0.4118413898531488,1.056304472008354
SRX5347617,0.4274904445334199,0.28259930414251505,-0.6018929751261579,1.0832381019717676
SRX5347618,3.5870539630578504,-0.2273781111684148,0.5042651687482476,0.7524900280284736
SRX5347619,3.7748369103679735,-0.04002195279995746,-0.23342899658512906,0.6080997802380632
SRX5347620,1.8216708215433424,0.10211912145972413,-0.4214269195600542,0.6572238114753146
SRX5347621,-4.9213439518437365,0.1040872867275784,-0.5795433177186511,0.4551740562960975
SRX5347622,-4.389148837682798,-0.08918512493842456,-0.11316419594050585,0.3869276118392673
SRX5347623,-5.962621279798544,0.3097277305366415,0.16534646423872612,0.4645521763519307
SRX8170783,-1.3905071738071786,0.16757358531967625,0.3133981271681878,0.4531561993092197
SRX8170784,0.29132519719748345,-0.0457107405003363,-0.07463047222162089,-0.2870567101045736
SRX8170785,1.0991819766096855,-0.1218628448193364,-0.23876765494656604,-0.16609948920464526
SRX8170786,11.115355968239,-1.5174696058660908,-1.1356003395154597,0.10533191088377912
SRX8170787,11.623663367981555,-1.1461631535331278,-0.6560535647658461,-0.20782783639061275
SRX8170788,10.918229758411577,-1.021062400364662,-0.4445468015391487,-0.1568104178786136
SRX5177009,1.1741826570194345,-0.1337641997826573,2.7289988702905057,1.1964209522207478
SRX5177010,0.3151033677201785,-0.9790911687593438,2.325608587981747,1.1571374437949855
SRX5177011,2.8935979364576494,0.3671008720021218,1.8142567195786048,1.3113038680449765
SRX5177012,2.603347644353205,0.4545994843879528,2.0553138472095447,0.8884390719173396
SRX7354731,0.4381705486331478,0.06931774946155755,0.2078746494719064,0.15380787219919867
SRX7354732,-0.4381705486331539,-0.06931774946155844,-0.2078746494719064,-0.15380787219919867
SRX7354733,1.6547028678057214,0.4593259082860497,0.8932472449851239,0.507242344570086
SRX7354734,1.2304549467532904,0.9820759546220136,1.3020378679718916,0.5583459536651558
SRX7354735,0.3753116935668158,1.6059571901904892,0.6596594131355601,0.910563402964376
SRX7354736,0.4999795963027744,1.4986992497927822,0.1710934941393356,0.6749422188027805
SRX7354737,1.4290970166611208,1.2781669861907972,1.2244205424872028,1.4179601747616766
SRX7354738,1.7166730724120467,1.2658314979984215,0.993738267439532,1.513101056718591
SRX2508581,0.34566026312278697,0.09947626668152763,-0.008385890103995042,0.0650129373792252
SRX2508582,1.780667279640667,-0.016622613455716362,0.2026394847533257,0.01801776846513281
SRX2508583,-5.4835613144379725,0.2956574567037329,0.4671357515310408,-0.173996543691473
SRX2508584,-6.059483921201055,0.39741439020391134,0.5555772147371663,-0.027297598618326813
SRX2508585,-0.3788406322127143,-0.005878655603309468,0.06857000790791945,-0.1221735710292826
SRX2508586,2.4913291557398454,-0.18399047075783412,0.17534494227283348,0.20273420683918755
SRX2508587,-5.772164371155597,0.2726157012250052,-0.4269211970942053,-0.06454308982891988
SRX2508588,-7.07278421306953,0.4404142003980205,0.2396605419139437,-0.2285545905733266
SRX2508589,0.033180369089918914,-0.0935976110782164,-0.060184117803924415,0.057160633650056525
SRX2508590,2.4694222134790658,-0.15163824376175938,0.07726625068167102,0.15158367887613933
SRX2508591,-4.047668296018732,0.13494675739045192,-0.04685332486970184,-0.20414650763611952
SRX2508592,-1.7627719078404671,0.17651168932117578,0.14081646948662918,0.2616276693003301
SRX1736086,1.013921342745256,-0.24318423693167104,0.3483809419410173,0.2492697450164485
SRX1736087,0.7868740676678708,0.11203145896700216,-0.2087566347381573,-0.31082023837704753
SRX1736088,-1.8007954104131203,0.13115277796466884,-0.13962430720285912,0.061550493360599035
SRX1736089,-4.283668064712312,-1.44575676988672,-2.018145828928466,-1.8669309901964208
SRX1736090,-7.1023575955013625,-1.0657415450615622,-1.686783158105345,-2.173214473103174
SRX1736091,-4.299847952638724,-1.2389070009430547,-2.384155972941921,-1.9032420444084328
SRX1736092,-0.17553515012689402,0.03392651124441226,-0.07109248098569321,0.09601649574066018
SRX1736093,0.4504219306715592,-0.014013847492957865,-0.07001646903275205,-0.1840586033306484
SRX1736094,1.810308820771384,-0.2649155121172919,0.535144845752896,-0.390760298038455
SRX1736095,-4.355280049304615,-1.3040392576842912,-1.4053984261862895,-1.7758105742150008
SRX1736096,-5.0356803844931335,-1.2387497031485308,-1.8987362274179764,-1.7392886892963408
SRX1736097,-5.03914414303252,-1.4484973544198132,-1.3669684904760118,-1.7543317260895464
SRX7176371,-0.03609022282364604,0.012034771449567216,-0.5812568231309632,0.17468884583625902
SRX7176372,0.07497950697769314,0.005350506114748299,0.4396241817426563,-0.061802440493749174
SRX7176373,-0.03888928415404945,-0.01738527756431374,0.141632641388306,-0.11288640534251072
SRX7176374,0.8795839795898387,0.0022963486304519165,-0.5886701429348076,0.16516282917273184
SRX7176375,2.4779578211732014,-0.25780478760062664,-0.3161750276075881,-0.014873580541645559
SRX7176376,1.8830239857985864,-0.0878268469922947,-0.05618714821638493,-0.1373021720469083
