locus,comp,gene_name,product,operon,TF,SigG,link
BSU08550,0.07336279700000001,sspK,small acid-soluble spore protein (minor) SASP,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08550
BSU27470,0.072673918,yrrD,forespore-specific sporulation protein,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27470
BSU34510,0.072333585,yvdQ,putative spore coat protein,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34510
BSU09750,0.072138595,sspB,small acid-soluble spore protein (major beta-type SASP),,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09750
BSU32859,0.071712117,yuzM,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU32859
BSU17980,0.071105974,sspP,probable small acid-soluble spore protein (minor),,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU17980
BSU32849,0.070721755,yuzL,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU32849
BSU09180,0.070336388,yhcQ,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09180
new_1372636_1372742,0.070183034,S466,5'UTR of hmp,,"ResD, SigA, NsrR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1372636_1372742
BSU17990,0.069312273,sspO,small acid-soluble spore protein (minor),,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU17990
BSU03110,0.068949574,ycgH,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03110
new_335729_336091_c,0.068756391,S109,3'UTR of ycgH,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_335729_336091_c
new_2349590_2349664,0.068717627,S849,independent transcript,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2349590_2349664
BSU30840,0.068584546,yteA,sporulation protein,,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30840
BSU02070,0.068578908,csgA,unknown,,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU02070
new_1949513_1949584_c,0.068299895,S678,5'UTR of nrnB,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1949513_1949584_c
BSU15440,0.067782177,ylyA,modulator of [[protein|5F24258282F3166B7696B9E9ABC1706E4D06C944]]-containing [SW|RNA polymerase],,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15440
BSU23390,0.067766458,spoVAF,unknown,,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU23390
BSU26990,0.066520284,yraD,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU26990
new_3372716_3373742,0.06624474,S1265,intergenic region,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3372716_3373742
BSU10970,0.06547893099999999,yitF,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU10970
BSU25080,0.065391999,yqfX,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25080
new_52649_52719,0.065312131,S29,5'UTR of veg,,SigA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_52649_52719
BSU10980,0.06498593700000001,yitG,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU10980
BSU34470,0.064791262,yveA,similar to aspartate/ glutamate transporter,,"SigG, DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34470
new_1050235_1050345_c,0.064598697,S342,5'UTR of sspB,,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1050235_1050345_c
BSU02080,0.06375760700000001,ybxH,sporulation protein,,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU02080
new_1915794_1916005_c,0.06325062,S656,3'UTR of yndM,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1915794_1916005_c
BSU32720,0.06319714,yurZ,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU32720
BSU22169,0.062955542,ypzG,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU22169
BSU13930,0.062897313,splB,spore photoproduct lyase,,"SigG, SplA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13930
BSU13410,0.062840498,ykoV,DNA-end-binding protein Ku,,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13410
new_600145_600228_c,0.062517512,S194,intergenic region,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_600145_600228_c
BSU18600,0.061752713,yozQ,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18600
new_3302895_3303142_c,0.061529559000000004,S1241,5'UTR of yuzG,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3302895_3303142_c
BSU18720,0.061286306,yoaR,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18720
BSU28660,0.061114802999999995,sspI,"small acid-soluble spore protein (minor), SASP",,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU28660
new_2028811_2029019,0.060951632,S692,5'UTR of yozQ,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2028811_2029019
BSU16825,0.060862922,ymfD,bacillibactin exporter,,Mta,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU16825
new_1401697_1401771,0.060701419000000006,S478,5'UTR of ykoS,,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1401697_1401771
BSU08110,0.060570581,sspH,small acid-soluble spore protein (minor),,"SigA, SigG, CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08110
new_3361198_3361304_c,0.060541498,S1260,intergenic region,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3361198_3361304_c
BSU05529,0.060133842,ydzR,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05529
BSU25010,0.059014789000000005,yqgE,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25010
BSU29910,0.058977225,ytzH,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29910
new_3060674_3060844,0.058893821,S1147,3'UTR of ytzH,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3060674_3060844
new_2029314_2029407,0.05887333,S693,3'UTR of yozQ,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2029314_2029407
BSU11260,0.058269191,yjzC,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU11260
BSU27680,0.058233615,yrbG,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27680
BSU07620,0.05773793,yflN,unknown,,"CitT, SigA, CcpA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07620
BSU05530,0.057413097,ydfR,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05530
BSU13400,0.057405280999999996,ligD,DNA repair polymerase/ ligase,,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13400
BSU37200,0.057314517,ywjD,UV-damage-endonuclease,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37200
new_599509_599874_c,0.057241804,S193,3'UTR of ydzR,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_599509_599874_c
BSU18290,0.057205344000000005,yngL,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18290
BSU33340,0.057194604,sspJ,small acid-soluble spore protein (minor),,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU33340
BSU18200,0.056930655,nrnB,nano-RNase B,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18200
new_2041828_2041927_c,0.056690712000000004,S701,intergenic region,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2041828_2041927_c
BSU19639,0.05665185,yoyE,unknown,,"SigG, YlxR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19639
BSU09350,0.056454942,yhdB,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09350
BSU01520,0.056009175999999994,ybaK,sporulation protein,,"SigE, SigG, LexA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01520
BSU37190,0.05562967,ywjE,minor cardiolipin synthetase,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37190
new_469286_469367,0.054591132,S139,5'UTR of ydaB,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_469286_469367
BSU07980,0.054339347999999996,pdaA,N-acetylmuramic acid deacetylase,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07980
BSU13060,0.054322379000000004,ykjA,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13060
BSU13390,0.05426838900000001,ykoT,unknown,,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13390
BSU30710,0.053931564,ythA,"cytochrome bd2, menaquinol oxidase (7:1 protons)",,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30710
new_2393238_2393421,0.053783744,S865,5'UTR of ypzI,,"SigG, SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2393238_2393421
BSU09360,0.053593344,yhdC,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09360
BSU13380,0.053513092000000005,ykoS,unknown,,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13380
BSU18710,0.053493284,yozF,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18710
BSU07930,0.053415284,yfkD,unknown,,"SigB, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07930
BSU21950,0.053414259000000006,ypzA,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21950
BSU13920,0.053195782000000004,splA,transcriptional regulator,,"SigG, SplA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13920
new_2041228_2041329_c,0.053062208,S700,intergenic region,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2041228_2041329_c
BSU09230,0.052708894000000006,yhcV,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09230
BSU32320,0.052475365,yutC,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU32320
BSU16799,0.05209118099999999,ylzJ,germination protein,,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU16799
BSU16790,0.0516971,tepA,[SW|germination] protease,,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU16790
BSU27420,0.051635186,yrrI,similar to coordinator of zonal elongation,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27420
BSU09140,0.051419425,yhcM,unknown,,"SigB, SigG, SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09140
BSU01550,0.050792511,gerD,lipoprotein,,"SigG, SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01550
BSU03400,0.05050711,yckD,unknown,,"SigG, SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03400
BSU19950,0.050408249,sspC,small acid-soluble spore protein (minor alpha/beta-type SASP),,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19950
BSU35980,0.050057664,ywsA,unknown,,SigB,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35980
BSU03700,0.04982071,gerKA,nutrient receptor,,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03700
new_863681_863837,0.04966692,S275,independent transcript,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_863681_863837
BSU03690,0.049649737,gerKD,negative effector of the [[protein|EDB2F4C132211F01654F2A2ED3D220EC15CE6F22]]-[[protein|D1AFCB1BE693AB6B8461B7764B6641E6EB1404FA]]-[[protein|D5D4E1E182F972BEF6BB432A7FF25EF45F1F0D95]] germinant receptor,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03690
BSU07250,0.04956035,yetO,NADPH-cytochrome P450 reductase,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07250
BSU35800,0.049294427,gerBA,nutrient receptor,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35800
new_1190234_1190430_c,0.049153895999999996,S397,5'UTR of yizC,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1190234_1190430_c
BSU22869,0.048843645,ypzI,unknown,,"SigG, SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU22869
BSU30720,0.048457715,ythB,"cytochrome bd2, menaquinol oxidase (7:1 protons)",,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30720
BSU30470,0.047928635,ytzC,unknown,,"SigG, SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30470
new_1907334_1907493,0.047813697999999995,S650,5'UTR of yndD,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1907334_1907493
BSU14800,0.047394124,ylaJ,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU14800
BSU07790,0.047171465,yfkQ,part of the [[protein|7CE0CAF27B1C0F507E783B8B80622270B00634FD]]-[[protein|B7EEC1910715507596734540D24B3C93B4B7065F]]-[[protein|7A62875A659B9F0967C392F38895D9E15A29D559]] germinant receptor,,"SigB, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07790
BSU35820,0.04697926,gerBC,nutrient receptor,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35820
BSU33050,0.046819155,gerAA,nutrient receptor,,"SpoVT, SigG, SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU33050
BSU11139,0.046818857,yizC,unknown,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU11139
BSU09010,0.046516330999999994,yhcA,c-di-AMP exporter,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09010
BSU03710,0.04644593,gerKC,nutrient receptor,,"SpoVT, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03710
BSU07780,0.046401012,yfkR,part of the [[protein|7CE0CAF27B1C0F507E783B8B80622270B00634FD]]-[[protein|B7EEC1910715507596734540D24B3C93B4B7065F]]-[[protein|7A62875A659B9F0967C392F38895D9E15A29D559]] germinant receptor,,"SigB, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07780
BSU35810,0.046245401,gerBB,nutrient receptor,,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35810
BSU00450,0.046138507999999995,sspF,small acid-soluble spore protein (minor),,SigG,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU00450
BSU09000,0.045965862999999996,yhbJ,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09000
BSU03120,0.045705927,ycgI,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03120
BSU33060,0.045246557,gerAB,nutrient receptor,,"SpoVT, SigG, SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU33060
BSU22050,0.045219129000000004,bpsA,type III polyketide synthase,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU22050
new_2806566_2806915,0.044639894000000006,S1042,independent transcript,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2806566_2806915
BSU24880,0.044336825999999996,yqgO,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24880
BSU31420,0.044265887000000004,yugF,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU31420
new_1038543_1038616,0.04396116,S334,5'UTR of yhdX,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1038543_1038616
new_926651_926919_c,0.043802035999999996,S289,independent transcript,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_926651_926919_c
new_2913380_2913589_c,0.04378436,S1078,5'UTR of trxA,,"Spx, SigA, SigB, CtsR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2913380_2913589_c
new_1011751_1013617,0.043741630999999996,S325,3'UTR of yhdC,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1011751_1013617
BSU13040,0.04279024,hmp,flavohemoglobin,,"ResD, SigA, NsrR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13040
BSU40430,0.042769141,yycE,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40430
BSU33070,0.04270134,gerAC,nutrient receptor,,"SpoVT, SigG, SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU33070
BSU18709,0.04267588,yozT,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18709
BSU07770,0.042422357,yfkS,D protein for the [[protein|7CE0CAF27B1C0F507E783B8B80622270B00634FD]]-[[protein|B7EEC1910715507596734540D24B3C93B4B7065F]]-[[protein|7A62875A659B9F0967C392F38895D9E15A29D559]] germinant receptor,,"SigB, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07770
new_490527_490638_c,-0.043038295,S144,independent transcript,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_490527_490638_c
BSU11750,-0.043833027999999996,cotY,spore crust protein (insoluble fraction),,"GerR, GerE, SigK, SigE",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU11750
new_1249889_1250015_c,-0.043886738,S420,intergenic region,,"GerR, GerE, SigK, SigE",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1249889_1250015_c
