locus,gene_weight,gene_name,gene_product,cog,operon,regulator,old_locus_tag,synonyms,link
SACI_RS00900,0.055958161677997914,aroK,shikimate kinase,Amino acid transport and metabolism,Op101,,Saci_0187,thrB_1,https://www.uniprot.org/uniprot/A0A0U3GH14
SACI_RS00870,0.055090511179192315,aptB,transketolase family protein,Carbohydrate transport and metabolism,Op100,,Saci_0181,,https://www.uniprot.org/uniprot/A0A0U3F8G1
SACI_RS09355,0.054748680647555635,D-KDXD_2,2-keto-deoxy-D-xylonate/(L-/D-)arabinoate dehydratase,Carbohydrate transport and metabolism,Op1143,XylR,Saci_1939,L-KDAD_2,https://www.uniprot.org/uniprot/A0A0U2W7A3
SACI_RS04655,0.05423983253217509,Saci_0974,PqqD family protein,Coenzyme transport and metabolism,Op510,,Saci_0974,,https://www.uniprot.org/uniprot/A0A0U3GK85
SACI_RS00790,0.05409059055128818,rocA1,aldehyde dehydrogenase family protein,Energy production and conversion,Op94,,Saci_0166,,https://www.uniprot.org/uniprot/A0A0U2Y9D9
SACI_RS09930,0.05384434150760462,Saci_2054,hypothetical protein,No COG annotation,Op1219,,Saci_2054,,https://www.uniprot.org/uniprot/A0A0U2NAY9
SACI_RS01270,0.05364292611073631,Saci_0261,Acetyl-CoA/propionyl-CoA carboxylase subunit beta (E1 beta),Lipid transport and metabolism,Op144,,Saci_0261,,https://www.uniprot.org/uniprot/A0A0U3GUX2
SACI_RS03905,0.05323987837758022,Saci_0816,hypothetical protein,No COG annotation,Op432,,Saci_0816,,https://www.uniprot.org/uniprot/A0A0U3H1Y5
SACI_RS07485,0.05312479660425568,ttuA_2,TIGR00269 family protein,"Cell cycle control, cell division, chromosome partitioning",Op865,,Saci_1570,,https://www.uniprot.org/uniprot/A0A0U3GQI7
SACI_RS04960,0.053091555571099326,Saci_1038,ABC transporter substrate-binding protein,Amino acid transport and metabolism,Op546,,Saci_1038,,https://www.uniprot.org/uniprot/A0A0U2NE45
SACI_RS01330,0.053034785337206417,pdxK,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,Coenzyme transport and metabolism,Op151,,Saci_0273,thiD,https://www.uniprot.org/uniprot/A0A0U3FJT9
SACI_RS03705,0.05217622140979377,Saci_0774,hypothetical protein,No COG annotation,Op413,,Saci_0774,,https://www.uniprot.org/uniprot/A0A0U2W3Q4
SACI_RS00225,0.051949793778179335,nurA,DNA double-strand break repair nuclease NurA,Function unknown,Op28,,Saci_0050,p39,https://www.uniprot.org/uniprot/A0A0U2X1I6
SACI_RS02755,0.05177247345601689,rpl32e,50S ribosomal protein L32e,"Translation, ribosomal structure and biogenesis",Op323,,Saci_0580,,https://www.uniprot.org/uniprot/A0A0U3HA64
SACI_RS10435,0.05138400897160229,dpo2,"DNA polymerase elongation subunit (family B), DNA polymerase II","Replication, recombination and repair",Op1297,,Saci_2156,,https://www.uniprot.org/uniprot/A0A0U3FZ02
SACI_RS04910,0.05122118766846417,Saci_1028,acetyl ornithine aminotransferase family protein,Amino acid transport and metabolism,Op541,,Saci_1028,argD,https://www.uniprot.org/uniprot/A0A0U3HA02
SACI_RS09820,0.04997012908259977,Saci_2031,carbon monoxide dehydrogenase subunit G,Energy production and conversion,Op1210,,Saci_2031,,https://www.uniprot.org/uniprot/A0A0U3FJZ5
SACI_RS07905,0.04996239036037722,xpb2,"DEAD/DEAH box helicase family protein, archaeal nucleotide excision repair protein",Transcription,Op912,,Saci_1657,,https://www.uniprot.org/uniprot/A0A0U3GRL6
SACI_RS00890,0.0498584277073299,aroE,shikimate dehydrogenase,Amino acid transport and metabolism,Op100,,Saci_0185,,https://www.uniprot.org/uniprot/A0A0U3HB10
SACI_RS11270,0.04958292447226676,Saci_2329,hypothetical protein,No COG annotation,Op1421,,Saci_2329,,https://www.uniprot.org/uniprot/A0A0U2Y238
SACI_RS00875,0.048258054293776255,tyrA,chorismate mutase,Amino acid transport and metabolism,Op100,,Saci_0182,,https://www.uniprot.org/uniprot/A0A0U3GKY7
SACI_RS09335,0.047790584704540964,ydaP,pyruvate oxidase,Amino acid transport and metabolism,Op1139,,Saci_1935,,https://www.uniprot.org/uniprot/A0A0U3FHJ1
SACI_RS00375,0.04771218023752208,rps4,30S ribosomal protein S4,"Translation, ribosomal structure and biogenesis",Op45,,Saci_0081,,https://www.uniprot.org/uniprot/A0A0U2NAE0
SACI_RS01800,0.04750120223069488,apc4_1,hydantoinase B/oxoprolinase family protein,Amino acid transport and metabolism,Op209,,Saci_0368,,https://www.uniprot.org/uniprot/A0A0U2W4M5
SACI_RS07885,0.0472649978902178,Saci_1653,hypothetical protein,No COG annotation,Op910,,Saci_1653,,https://www.uniprot.org/uniprot/A0A0U2Y3S2
SACI_RS11990,0.046888320127461976,SACI_RS11990,type II toxin-antitoxin system VapC family toxin,No COG annotation,Op1151,,,,https://www.uniprot.org/uniprot/UPI0011BDD67A
SACI_RS02750,0.04662547435415456,rpl19e,50S ribosomal protein L19e,"Translation, ribosomal structure and biogenesis",Op323,,Saci_0579,,https://www.uniprot.org/uniprot/A0A0U3GQH7
SACI_RS08620,0.046514635204352034,Saci_1800,ABC transporter permease,Defense mechanisms,Op1025,,Saci_1800,,https://www.uniprot.org/uniprot/A0A0U2Y3G4
SACI_RS10800,0.04646534623948356,mmgC_3,acyl-CoA dehydrogenase,Lipid transport and metabolism,Op1355,XylR,Saci_2234,,https://www.uniprot.org/uniprot/A0A0U3GQ71
SACI_RS05875,0.04617763159327652,Saci_1232,glucose 1-dehydrogenase,Lipid transport and metabolism,Op686,,Saci_1232,,https://www.uniprot.org/uniprot/A0A0U3FMD0
SACI_RS07525,0.045872182375008924,hisF,imidazole glycerol phosphate synthase subunit HisF,Amino acid transport and metabolism,Op869,,Saci_1578,,https://www.uniprot.org/uniprot/A0A0U2Y5Z9
SACI_RS01935,0.04576669877962285,cbiL,cobalt-factor II C(20)-methyltransferase,Coenzyme transport and metabolism,Op227,,Saci_0395,cobI,https://www.uniprot.org/uniprot/A0A0U2Y0Z8
SACI_RS07925,0.04571899211721478,ypwA,carboxypeptidase M32,"Post-translational modification, protein turnover,and chaperones",Op914,,Saci_1661,,https://www.uniprot.org/uniprot/A0A0U3H0L8
SACI_RS03710,0.045499391561511636,fen1,flap endonuclease-1,"Replication, recombination and repair",Op413,,Saci_0775,,https://www.uniprot.org/uniprot/UPI0009B5BDA5
SACI_RS09755,0.04523887119363901,tmk_2,dTMP kinase,Nucleotide transport and metabolism,Op1201,,Saci_2019,tmk,https://www.uniprot.org/uniprot/A0A0U3FHW3
SACI_RS02530,0.044385077064706464,Saci_0527,hypothetical protein,No COG annotation,Op301,,Saci_0527,,https://www.uniprot.org/uniprot/A0A0U2X2Y8
SACI_RS02770,0.044372630232694485,rpl5,50S ribosomal protein L5,"Translation, ribosomal structure and biogenesis",Op323,,Saci_0584,,https://www.uniprot.org/uniprot/A0A0U3FVR5
SACI_RS07530,0.04428409556013183,hisD,histidinol dehydrogenase,Amino acid transport and metabolism,Op869,,Saci_1579,,https://www.uniprot.org/uniprot/A0A0U3H7V9
SACI_RS01325,0.04396525516717747,rbsK,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,Carbohydrate transport and metabolism,Op151,,Saci_0272,,https://www.uniprot.org/uniprot/A0A0U2NFT1
SACI_RS01830,0.04345884039122245,Saci_0374,radical SAM/SPASM domain-containing protein,Function unknown,Op213,,Saci_0374,,https://www.uniprot.org/uniprot/UPI000055224D
SACI_RS10270,0.043419888916429,Saci_2124,amidohydrolase,Function unknown,Op1269,,Saci_2124,,https://www.uniprot.org/uniprot/A0A0U2WWU3
SACI_RS00005,0.04337967980710567,cdc6-3,ORC1-type DNA replication protein 3 (AAA family ATPase),"Replication, recombination and repair",Op0,,Saci_0001,,https://www.uniprot.org/uniprot/A0A0U3H3T6
SACI_RS01215,0.04312198693852549,Saci_0249,alanine--glyoxylate aminotransferase family protein,Amino acid transport and metabolism,Op138,,Saci_0249,,https://www.uniprot.org/uniprot/A0A0U3HI91
SACI_RS02285,0.04268727231564095,Saci_0474,phosphoadenosine phosphosulfate reductase family protein,Energy production and conversion,Op269,,Saci_0474,,https://www.uniprot.org/uniprot/A0A0U3HLU9
SACI_RS06315,0.04263866641005334,albA2,DNA/RNA-binding protein Alba-2,Transcription,Op734,biofilm,Saci_1322,,https://www.uniprot.org/uniprot/A0A0U3FT74
SACI_RS11420,0.04223595270862057,nac,nascent polypeptide-associated complex protein,"Translation, ribosomal structure and biogenesis",Op1437,,Saci_2361,,https://www.uniprot.org/uniprot/A0A0U3F8W6
SACI_RS02800,0.042054667771364906,rpl29,50S ribosomal protein L29,"Translation, ribosomal structure and biogenesis",Op323,,Saci_0590,rpmC,https://www.uniprot.org/uniprot/A0A0U3GU52
SACI_RS00885,0.04185173216463192,aroB,3-dehydroquinate synthase,Amino acid transport and metabolism,Op100,,Saci_0184,aroB_1,https://www.uniprot.org/uniprot/A0A0U3HB20
SACI_RS07470,0.04184198568291996,Saci_1567,hypothetical protein,Energy production and conversion,Op863,,Saci_1567,,https://www.uniprot.org/uniprot/A0A0U3HJE1
SACI_RS09500,0.041762873602774135,lcfB_1,AMP-binding protein,Lipid transport and metabolism,Op1162,,Saci_1966,fadD,https://www.uniprot.org/uniprot/A0A0U3GXU2
SACI_RS00365,0.041719932100557015,Saci_0079,AIR synthase,"Post-translational modification, protein turnover,and chaperones",Op45,,Saci_0079,,https://www.uniprot.org/uniprot/A0A0U3H3M6
SACI_RS02975,0.04146272087173771,Saci_0625,DNA-directed RNA polymerase subunit F,Transcription,Op334,,Saci_0625,,https://www.uniprot.org/uniprot/A0A0U2Y0G8
SACI_RS04825,0.041285367555740984,ppm1,polyprenol monophosphomannose synthase,Cell wall/membrane/envelope biogenesis,Op529,,Saci_1011,,https://www.uniprot.org/uniprot/A0A0U3GK53
SACI_RS09120,0.04096746840878114,Saci_1895,"clan AA aspartic protease, part of CRISPR/Cas system, Sulfolobus-specific Type III",No COG annotation,Op1103,,Saci_1895,,https://www.uniprot.org/uniprot/A0A0U3GZX2
SACI_RS09515,0.040692520854938866,Saci_1969,hypothetical protein,Function unknown,Op1162,,Saci_1969,,https://www.uniprot.org/uniprot/A0A0U3GIH0
SACI_RS09570,0.04058182412584059,Saci_1979,helix-turn-helix domain-containing protein,Transcription,Op1173,,Saci_1979,,https://www.uniprot.org/uniprot/A0A0U3FHZ6
SACI_RS00370,0.04054231360280262,rps13,30S ribosomal protein S13,"Translation, ribosomal structure and biogenesis",Op45,,Saci_0080,,https://www.uniprot.org/uniprot/A0A0U3FP18
SACI_RS06475,-0.04125160721394314,Saci_1354,hypothetical protein,No COG annotation,Op753,,Saci_1354,,https://www.uniprot.org/uniprot/A0A0U3GZC3
SACI_RS04325,-0.0426663135143977,moaC,cyclic pyranopterin monophosphate synthase MoaC,Coenzyme transport and metabolism,Op477,,Saci_0905,,https://www.uniprot.org/uniprot/A0A0U3GKI0
SACI_RS07975,-0.04268214663101514,Saci_1671,hypothetical protein,No COG annotation,Op922,,Saci_1671,,https://www.uniprot.org/uniprot/A0A0U3HJ48
SACI_RS09900,-0.04369241192527743,Saci_2047,hypothetical protein,No COG annotation,Op1216,,Saci_2047,,https://www.uniprot.org/uniprot/A0A0U3GQM3
SACI_RS08950,-0.043886986631068936,Saci_1863,hypothetical protein,No COG annotation,Op1079,,Saci_1863,,https://www.uniprot.org/uniprot/A0A0U3HP26
SACI_RS08985,-0.04423331505425429,Saci_1868,hypothetical protein,No COG annotation,Op1086,,Saci_1868,,https://www.uniprot.org/uniprot/A0A0U2Y542
SACI_RS08350,-0.04513351152199279,soxE_1,sulfocyanin,Energy production and conversion,Op984,,Saci_1747,,https://www.uniprot.org/uniprot/A0A0U2W163
SACI_RS01875,-0.045951773765379976,mctP_1,sodium/proline:solute symporter,Amino acid transport and metabolism,Op218,"BarR,LysM,hypotonic-Na,hypotonic-all,acid-stress,Saci_0264",Saci_0383,,https://www.uniprot.org/uniprot/A0A0U3GK45
SACI_RS08880,-0.04781978098298361,ytrA,GntR family transcriptional regulator,Transcription,Op1069,"YtrA,heat-shock",Saci_1851,,https://www.uniprot.org/uniprot/A0A0U2WX46
SACI_RS08380,-0.04798452602110783,Saci_1753,hypothetical protein,No COG annotation,Op989,,Saci_1753,,https://www.uniprot.org/uniprot/A0A0U3FSN3
SACI_RS06060,-0.048252629660153236,Saci_1269,Carbonic anhydrase (CA),Inorganic ion transport and metabolism,Op712,,Saci_1269,,https://www.uniprot.org/uniprot/A0A0U3HP85
SACI_RS09385,-0.0488613741309005,satP,hypothetical protein,Function unknown,Op1148,,Saci_1944,,https://www.uniprot.org/uniprot/A0A0U3HGK1
SACI_RS10815,-0.04953645577782295,Saci_2237,hypothetical protein,No COG annotation,Op1358,,Saci_2237,,https://www.uniprot.org/uniprot/A0A0U3FYU4
SACI_RS11725,-0.05028816079282794,SACI_RS11725,hypothetical protein,No COG annotation,Op1138,,,,https://www.uniprot.org/uniprot/M1J0J7
SACI_RS02325,-0.05041294038446891,Saci_0481,hypothetical protein,No COG annotation,Op272,,Saci_0481,,https://www.uniprot.org/uniprot/A0A0U3GNN5
SACI_RS02315,-0.052084901907996584,Saci_0479,hypothetical protein,No COG annotation,Op271,,Saci_0479,,https://www.uniprot.org/uniprot/A0A0U2Y0S7
SACI_RS01145,-0.05368637018502262,Saci_0236,hypothetical protein,No COG annotation,Op126,,Saci_0236,,https://www.uniprot.org/uniprot/A0A0U3FWL8
SACI_RS10005,-0.05394063456916834,Saci_2069,metal-sulfur cluster assembly factor,Function unknown,Op1229,,Saci_2069,,https://www.uniprot.org/uniprot/A0A0U3FYQ8
SACI_RS09290,-0.05621618335781792,Saci_1926,hypothetical protein,Cell wall/membrane/envelope biogenesis,Op1131,,Saci_1926,,https://www.uniprot.org/uniprot/A0A0U3F9Z7
SACI_RS06890,-0.05745781218637973,Saci_1442,hypothetical protein,No COG annotation,Op796,,Saci_1442,,https://www.uniprot.org/uniprot/A0A0U3H654
SACI_RS09610,-0.0594362218190088,Saci_1987,CRISPR-associated DxTHG motif protein,"Replication, recombination and repair",Op1178,,Saci_1987,,https://www.uniprot.org/uniprot/A0A0U2VY49
SACI_RS11630,-0.05954912169265705,SACI_RS11630,integrase,Function unknown,Op523,,,,
SACI_RS06905,-0.059784471889524377,Saci_1445,hypothetical protein,No COG annotation,Op800,,Saci_1445,,https://www.uniprot.org/uniprot/UPI0011BF7BAF
SACI_RS01870,-0.06103407459366093,Saci_0382,hypothetical protein,No COG annotation,Op218,,Saci_0382,,https://www.uniprot.org/uniprot/A0A0U3H3D3
SACI_RS03110,-0.06623241356659379,Saci_0653,tRNA methyltransferase,"Translation, ribosomal structure and biogenesis",Op351,,Saci_0653,,https://www.uniprot.org/uniprot/A0A0U3GNB5
SACI_RS05130,-0.06650060755925118,Saci_1074,hypothetical protein,No COG annotation,Op572,,Saci_1074,,https://www.uniprot.org/uniprot/A0A0U3FU80
SACI_RS11590,-0.06825939603879079,SACI_RS11590,hypothetical protein,No COG annotation,Op429,,,,
SACI_RS11850,-0.0696803490436268,SACI_RS11850,hypothetical protein,Function unknown,Op715,,,,
SACI_RS11555,-0.07054697203252909,SACI_RS11555,putative integrase,No COG annotation,Op336,,,,https://www.uniprot.org/uniprot/UPI0011BFB8BC
SACI_RS11920,-0.08186413392437057,SACI_RS11920,hypothetical protein,No COG annotation,Op584,,,,https://www.uniprot.org/uniprot/UPI0002B26513
SACI_RS09540,-0.13254771441683194,SACI_RS09540,hypothetical protein,No COG annotation,Op1168,,,,https://www.uniprot.org/uniprot/A0A0U2X333
